prefecture_code,year,population
JP-45,2016,1092584.2
JP-45,2017,1084265.4
JP-45,2018,1076946.6
JP-45,2019,1069627.8
JP-45,2020,1051531.0
JP-46,1975,1723752.0
JP-46,1976,1731361.4
JP-46,1977,1740973.8
JP-46,1978,1753586.2
JP-46,1979,1763198.6
JP-46,1980,1784538.0
JP-46,1981,1792736.6
JP-46,1982,1798755.2
JP-46,1983,1802773.8
JP-46,1984,1810792.4
JP-46,1985,1819140.0
JP-46,1986,1819234.0
JP-46,1987,1817657.0
JP-46,1988,1814080.0
JP-46,1989,1811503.0
JP-46,1990,1796012.0
JP-46,1991,1792112.2
JP-46,1992,1787298.4
JP-46,1993,1788484.6
JP-46,1994,1785670.8
JP-46,1995,1794017.0
JP-46,1996,1795491.6
JP-46,1997,1793126.2
JP-46,1998,1789760.8
JP-46,1999,1789395.4
JP-46,2000,1785021.0
JP-46,2001,1785489.0
JP-46,2002,1780948.0
JP-46,2003,1774407.0
JP-46,2004,1771866.0
JP-46,2005,1752223.0
JP-46,2006,1742230.8
JP-46,2007,1729136.6
JP-46,2008,1718042.4
JP-46,2009,1705948.2
JP-46,2010,1698236.0
JP-46,2011,1693702.8
JP-46,2012,1684551.6
JP-46,2013,1675400.4
JP-46,2014,1662249.2
JP-46,2015,1628953.0
JP-46,2016,1634066.6
JP-46,2017,1620035.2
JP-46,2018,1609003.8
JP-46,2019,1593972.4
JP-46,2020,1541798.0
JP-47,1975,1041155.0
JP-47,1976,1058157.6
JP-47,1977,1073813.2
JP-47,1978,1080468.8
JP-47,1979,1094124.4
JP-47,1980,1105347.0
JP-47,1981,1118445.2
JP-47,1982,1131514.4
JP-47,1983,1147583.6
JP-47,1984,1163652.8
JP-47,1985,1178514.0
JP-47,1986,1191004.8
JP-47,1987,1201287.6
JP-47,1988,1213570.4
JP-47,1989,1218853.2
JP-47,1990,1214043.0
JP-47,1991,1226595.8
JP-47,1992,1239055.6
JP-47,1993,1247515.4
JP-47,1994,1252975.2
JP-47,1995,1272359.0
JP-47,1996,1285046.0
JP-47,1997,1289657.0
JP-47,1998,1300268.0
JP-47,1999,1308879.0
JP-47,2000,1308291.0
JP-47,2001,1327509.2
JP-47,2002,1336528.4
JP-47,2003,1347547.6
JP-47,2004,1355566.8
JP-47,2005,1360426.0
JP-47,2006,1367260.8
JP-47,2007,1370935.6
JP-47,2008,1377610.4
JP-47,2009,1380285.2
JP-47,2010,1383908.0
JP-47,2011,1398449.0
JP-47,2012,1407938.0
JP-47,2013,1413427.0
JP-47,2014,1418916.0
JP-47,2015,1416725.0
JP-47,2016,1435809.2
JP-47,2017,1442213.4
JP-47,2018,1446617.6
JP-47,2019,1448021.8
JP-47,2020,1437927.0
