component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
26,214.58990991445145,214.58990991445145,0.00016980065084599793,0.9853766201151067,40.27941176470588,seasonal_subannual,JP-13,ah
27,213.7506042883755,213.7506042883755,0.00016847499728224387,0.985545095112389,50.25688073394495,seasonal_subannual,JP-13,ah
28,213.0402715334081,213.0402715334081,0.000167357110751809,0.9857124522231407,54.23762376237623,seasonal_subannual,JP-13,ah
29,211.4039369095536,211.4039369095536,0.0001647960877001158,0.9858772483108409,12.310112359550562,subseasonal,JP-13,ah
30,210.9937325983688,210.9937325983688,0.00016415717357518337,0.9860414054844161,12.310112359550562,subseasonal,JP-13,ah
31,208.93561647145202,208.93561647145202,0.0001609702851405403,0.9862023757695566,17.335443037974684,subseasonal,JP-13,ah
32,208.67300938059503,208.67300938059503,0.00016056589862547605,0.9863629416681821,17.335443037974684,subseasonal,JP-13,ah
33,203.88073265144274,203.88073265144274,0.00015327563598248437,0.9865162173041645,32.41420118343195,seasonal_subannual,JP-13,ah
34,202.95826248483382,202.95826248483382,0.00015189176482378625,0.9866681090689883,12.680555555555555,subseasonal,JP-13,ah
35,202.87550169170132,202.87550169170132,0.00015176791551818036,0.9868198769845065,12.680555555555555,subseasonal,JP-13,ah
36,201.33235197289557,201.33235197289557,0.00014946788516588847,0.9869693448696724,25.013698630136986,subseasonal,JP-13,ah
37,201.32246065553562,201.32246065553562,0.00014945319902175328,0.9871187980686941,25.013698630136986,subseasonal,JP-13,ah
38,199.9582526922524,199.9582526922524,0.0001474346020247704,0.9872662326707189,8.7648,subseasonal,JP-13,ah
39,199.2433908459996,199.2433908459996,0.00014638231262697964,0.9874126149833459,8.7648,subseasonal,JP-13,ah
40,198.91183353864312,198.91183353864312,0.00014589553368956967,0.9875585105170355,15.741379310344827,subseasonal,JP-13,ah
41,198.49146539913104,198.49146539913104,0.00014527953183985997,0.9877037900488753,15.741379310344827,subseasonal,JP-13,ah
42,195.54634282254278,195.54634282254278,0.00014100033735362137,0.987844790386229,32.41420118343195,seasonal_subannual,JP-13,ah
43,195.36622207936327,195.36622207936327,0.0001407407018282183,0.9879855310880572,32.41420118343195,seasonal_subannual,JP-13,ah
