prefecture_code,target_variable,frequency_band,model_name,split,selected_alpha,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-25,cases,high_frequency,ridge,validation,1000.0,365,0.4952452871286996,0.623146021635763,1.0008283703396403,-0.0016574268767000078,-0.020543568903011462
JP-26,cases,high_frequency,ridge,validation,1000.0,365,0.8151055371046926,1.0304678012139263,1.0011377265697,-0.002276747561147374,-0.05307253541889451
JP-27,cases,high_frequency,ridge,validation,1000.0,365,1.6225566175747181,2.0330146940882,1.0006659264179982,-0.0013322962939907868,-0.03959839143762717
JP-28,cases,high_frequency,ridge,validation,1000.0,365,0.9855008478709497,1.2182345013579914,1.0032332740950167,-0.006477002251406905,-0.03891117167908866
JP-29,cases,high_frequency,ridge,validation,1000.0,365,0.6487442183155215,0.8055611455358348,1.0002218474253632,-0.0004437440670064241,0.02617019016130839
JP-30,cases,high_frequency,ridge,validation,1000.0,365,0.4931940239474697,0.6235010701099659,1.0031470201275547,-0.006303943990792815,-0.10888674215093519
JP-31,cases,high_frequency,ridge,validation,1000.0,365,0.4158548897649305,0.5229365924881381,1.0032031030159112,-0.0064164659007528435,-0.07563198318913168
JP-32,cases,high_frequency,ridge,validation,1000.0,365,0.4562517204929021,0.5716874381781828,0.9992454550255809,0.0015085206107194882,0.043058316171535625
JP-33,cases,high_frequency,ridge,validation,1000.0,365,0.6796816197590322,0.8846068020148461,1.0000758222151656,-0.00015165017933949088,0.0014717539289349252
JP-34,cases,high_frequency,ridge,validation,1000.0,365,0.723918653333626,0.9021572763112841,0.9994611339610566,0.0010774417012786586,0.050377132655251324
JP-35,cases,high_frequency,ridge,validation,1000.0,365,0.6271887533079405,0.7727174123222572,1.0019459633215482,-0.0038957134163453144,-0.05997761401336387
JP-36,cases,high_frequency,ridge,validation,1000.0,365,0.41099078826465874,0.5204633988940387,1.000351672249597,-0.0007034681725655023,0.01438751212652643
JP-37,cases,high_frequency,ridge,validation,1000.0,365,0.5172123960068987,0.6404809639435924,1.0017652218699662,-0.00353355974818248,-0.06919630322455397
JP-38,cases,high_frequency,ridge,validation,1000.0,365,0.6584922768899346,0.8239759546022816,0.9995641864524607,0.0008714371616306282,0.03529853730075482
JP-39,cases,high_frequency,ridge,validation,1000.0,365,0.39377043318820926,0.5043766744626221,0.9997329900955139,0.0005339485146834688,0.10538117383378709
JP-40,cases,high_frequency,ridge,validation,1000.0,365,0.7688279973519501,0.976521314457758,1.0009972111353103,-0.0019954167006686063,-0.0660307026577373
JP-41,cases,high_frequency,ridge,validation,1000.0,365,0.4013705945855933,0.49753099379458104,1.0040447612992751,-0.008105882692518218,-0.16113444304560048
JP-42,cases,high_frequency,ridge,validation,1000.0,365,0.5593849032075887,0.6934819676539034,0.999910783901422,0.00017842423764347082,0.018112954329768206
JP-43,cases,high_frequency,ridge,validation,1000.0,365,0.6180814744734157,0.7735176726425563,0.9996812231842157,0.0006374520129099892,0.04776185469146184
JP-44,cases,high_frequency,ridge,validation,1000.0,365,0.471550165047569,0.6037811585991244,0.9985016524348937,0.002994450084786826,0.14907796825154243
JP-45,cases,high_frequency,ridge,validation,1000.0,365,0.49465014758922393,0.6129140621703062,1.0026284946655952,-0.0052638983153976415,-0.047543088063622285
JP-46,cases,high_frequency,ridge,validation,1000.0,365,0.6518584473489893,0.827420914859747,1.001676382555063,-0.0033555753685965417,-0.059979208549097066
JP-47,cases,high_frequency,ridge,validation,1000.0,365,0.5481577834713288,0.6761728404641568,1.0004809970777435,-0.0009622255136756408,0.0028469338209915606
JP-01,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.117508578905773,1.4358271389805182,1.0000132648448754,-2.6529865706725886e-05,2.0337248786388983e-17
JP-02,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6953778676186886,0.8824510835884454,1.000231463205777,-0.000462979986769696,
JP-03,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6711163677444053,0.8373077600764596,1.0015899192852618,-0.0031823664138570518,-1.0187795653503131e-17
JP-04,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8088122742539587,0.995608893773398,1.0001575682562638,-0.0003151613402829767,2.2611467184293394e-17
JP-05,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6425182213326073,0.7961706988919458,1.000001411047626,-2.822097243004862e-06,-3.667608924176062e-17
JP-06,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.5613734574288552,0.6994946351857101,1.0000671357798998,-0.00013427606701221784,-2.0873889035661753e-17
JP-07,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8192286411405479,1.0035935216244518,1.000084511481385,-0.00016903010496016613,-2.6673431435598642e-17
JP-08,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.904990875787855,1.138563554007501,1.0000018131534454,-3.6263101781397467e-06,-2.1372280334507086e-18
JP-09,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8445185711493522,1.0648612357542517,1.0001436155230692,-0.00028725167155685405,1.485559525037364e-17
JP-10,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8982043815826066,1.1280884510376445,1.0000671472912228,-0.00013429909120410422,1.4830850683737245e-17
JP-11,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.6215163369032297,2.0205724980565862,1.0000342967841167,-6.859474450315872e-05,3.613009172961478e-18
JP-13,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.9027223051460374,2.38176002712657,1.0000582802964837,-0.00011656398956039205,1.9412803614344984e-17
JP-14,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.7025216250445414,2.15928876230408,1.000113238950795,-0.00022649072464986375,6.1988124062825346e-18
JP-15,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8332812605657886,1.047469008004378,1.0002115252416364,-0.00042309522620054274,-4.501940345300025e-18
JP-16,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.41297483993788014,0.5153339507208752,1.0000599043461822,-0.00011981228089474882,
JP-17,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.45402620040662967,0.5670081093796023,1.0001691294240693,-0.00033828745290098716,-2.861542950181272e-18
JP-18,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.38597367871219473,0.4881718973839054,1.0001014329148668,-0.0002028761183696659,2.991092731669679e-17
JP-19,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.5029536769335695,0.6168760625999241,1.0031179338253928,-0.0062455891621249204,-1.9784789474918363e-17
JP-20,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.718385886653682,0.892628202150128,1.0001650086145528,-0.0003300444569482863,
JP-21,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8364435113085258,1.052184611318258,1.0012684491424348,-0.0025385072480970106,9.986080117689644e-18
JP-22,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.074596487770279,1.33751224289277,1.000219536054123,-0.0004391203043254688,-1.0918328820505205e-17
JP-23,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.2723749300963945,1.6116713770877074,1.0000073608604108,-1.472177500416727e-05,-1.5570337187985498e-17
JP-24,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.7459845343646869,0.9337072222378267,1.0000171986390989,-3.4397573990929686e-05,-9.284509746775905e-18
JP-25,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.4947312337109928,0.6226726654746755,1.0000681179126925,-0.0001362404654348115,1.954101588312719e-18
JP-26,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.8140828340355439,1.0293834883992186,1.0000842764134428,-0.0001685599293996809,1.1820524790664594e-17
JP-27,cases,high_frequency,prefecture_mean_baseline,validation,,365,1.6220413269081952,2.032552343708049,1.000438353900776,-0.0008768999556945101,-2.634987913455768e-17
JP-28,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.9847918924366649,1.217569276593233,1.0026854521296942,-0.0053781159125292355,-1.0019553987539495e-17
JP-29,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6486103663964361,0.8058078583152756,1.0005281773835584,-0.001056633738465207,4.229930323611175e-17
JP-30,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.4914540302481641,0.6215457481452709,1.0000011146972276,-2.2293956980501406e-06,
JP-31,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.41504531643689846,0.5213947887872514,1.0002453022439066,-0.0004906646610038923,
JP-32,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.4570279304249617,0.5721193336347241,1.0000003597920217,-7.195841733587116e-07,-3.5089310382392967e-17
JP-33,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.680114165602245,0.8845471785949615,1.000008416063044,-1.683219691828164e-05,-1.46719802503423e-17
JP-34,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.7241961274777895,0.9026576820554253,1.0000155119011482,-3.102404291555061e-05,-1.3479103584481518e-17
JP-35,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6257705681828477,0.7717446410498782,1.0006846170207497,-0.0013697027419643515,1.7353762242726505e-17
JP-36,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.41074148198825644,0.5204833773856135,1.0003900717172607,-0.0007802955904656628,0.0
JP-37,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.5165743064671373,0.6393548581114623,1.0000038991729934,-7.798361190358705e-06,-1.902992517117894e-18
JP-38,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6591200573211508,0.8243391696941508,1.0000048022201704,-9.60446340214638e-06,
JP-39,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.39446677849009637,0.5055993555006802,1.002156485534539,-0.004317621498938884,
JP-40,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.7679190531693104,0.9756348620346351,1.0000885403360016,-0.0001770885113943077,-2.244920688275382e-17
JP-41,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.3999591145324792,0.49552682754616684,1.0000002441785507,-4.883571611546955e-07,-6.1383309447911815e-18
JP-42,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.5600081861807357,0.6935578358096485,1.0000201759124947,-4.0352232056894977e-05,3.1577368935049326e-17
JP-43,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6186140445248046,0.7739520299284183,1.0002425792309961,-0.0004852173066758336,-1.5724203330728035e-17
JP-44,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.4729860717351361,0.6055121279950435,1.0013642389491029,-0.0027303390461159704,1.9114819151969956e-17
JP-45,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.4937240474736701,0.6122096207787061,1.0014761422305098,-0.0029544634569043104,1.691752161096984e-17
JP-46,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.6505973551421969,0.8260915473036596,1.0000670491906853,-0.0001341028769643593,2.6512507323212145e-17
JP-47,cases,high_frequency,prefecture_mean_baseline,validation,,365,0.5491338727899203,0.6758592542393783,1.0000170076359007,-3.401556106097381e-05,2.1602784046734082e-17
JP-01,cases,high_frequency,ridge,test,1000.0,730,1.344569352720611,1.6910594832747212,1.0006411775859463,-0.0012827662805892093,-0.054145719357164945
JP-02,cases,high_frequency,ridge,test,1000.0,730,0.7846896900056645,0.9838218612840941,1.0007543117358115,-0.0015091924578178872,-0.030641355672301283
JP-03,cases,high_frequency,ridge,test,1000.0,730,0.7493866298116074,0.9411384694296125,1.0013665688481672,-0.0027350052067511843,-0.06810662445041625
JP-04,cases,high_frequency,ridge,test,1000.0,730,0.9815990880361777,1.2603597945362812,0.9994530737892255,0.0010935532932691006,0.0563645220909686
JP-05,cases,high_frequency,ridge,test,1000.0,730,0.6283247546306465,0.7769476422145541,1.0018069851916864,-0.0036172355788557375,-0.04658878713203108
JP-06,cases,high_frequency,ridge,test,1000.0,730,0.6336481983432392,0.7969524382521372,1.0000153554306852,-3.071109715979681e-05,0.009051253152928729
JP-07,cases,high_frequency,ridge,test,1000.0,730,0.7803423464571416,0.975768333217711,0.9994328545964398,0.0011339691532117335,0.045390231464694605
JP-08,cases,high_frequency,ridge,test,1000.0,730,1.0395827132527404,1.3006572863573842,0.9999924385202981,1.5122902228048574e-05,0.007245412861415051
JP-09,cases,high_frequency,ridge,test,1000.0,730,0.8999246666851106,1.1290200264147674,0.99999775692333,4.486148308502358e-06,0.006094016420560465
JP-10,cases,high_frequency,ridge,test,1000.0,730,0.9667561803301188,1.2175076085836496,1.000277588339993,-0.0005552537352722098,-0.011635292592470606
JP-11,cases,high_frequency,ridge,test,1000.0,730,1.8246035232341773,2.257601722639859,1.0001346052902422,-0.0002692286990688686,-0.009966442312295008
JP-13,cases,high_frequency,ridge,test,1000.0,730,2.1312084292692095,2.6638350583262063,0.9998740285402535,0.00025192705068433074,0.029448639283394626
JP-14,cases,high_frequency,ridge,test,1000.0,730,1.8453254737211946,2.3306711159396087,0.9999433798139223,0.00011323716631006508,0.014439764074881728
JP-15,cases,high_frequency,ridge,test,1000.0,730,0.8608735434513756,1.0873702858924916,1.0006239145787628,-0.0012482184269266838,-0.03349952214953665
JP-16,cases,high_frequency,ridge,test,1000.0,730,0.4957857797431741,0.6319014137521971,1.0009674260586525,-0.00193578803048422,-0.026188578928319113
JP-17,cases,high_frequency,ridge,test,1000.0,730,0.48021777660595777,0.5971423821168315,0.999323371519985,0.0013527991339300494,0.04921190174627021
JP-18,cases,high_frequency,ridge,test,1000.0,730,0.4496252499435045,0.572211323033492,1.0020967672573613,-0.004197930947653861,-0.048493592931012436
JP-19,cases,high_frequency,ridge,test,1000.0,730,0.5380647778071889,0.6681266394305367,1.0009890579808545,-0.001979094197398723,-0.009233099673888122
JP-20,cases,high_frequency,ridge,test,1000.0,730,0.7749702495880011,0.9857149552642623,1.001029908874946,-0.0020608784621825027,-0.060689554574860013
JP-21,cases,high_frequency,ridge,test,1000.0,730,0.9366455554712533,1.1672531544736908,0.9999164331007081,0.00016712681515729244,0.017612913235367424
JP-22,cases,high_frequency,ridge,test,1000.0,730,1.1004166259628207,1.3926653176376063,1.000495149041178,-0.0009905432549295323,-0.05765487319710815
JP-23,cases,high_frequency,ridge,test,1000.0,730,1.3999676046623266,1.740396287977551,0.9995781894642671,0.0008434431473376414,0.05485203375756611
JP-24,cases,high_frequency,ridge,test,1000.0,730,0.7849213427769371,0.9961372642900619,0.9999290599353329,0.0001418750968414928,0.013859493283209613
JP-25,cases,high_frequency,ridge,test,1000.0,730,0.5277081917274123,0.6749163487997211,1.001133460540905,-0.002268205814608182,-0.0031579195003385574
JP-26,cases,high_frequency,ridge,test,1000.0,730,0.8730840814152185,1.0951235184193293,1.0003435605415765,-0.0006872391169985281,-0.01214753899294265
JP-27,cases,high_frequency,ridge,test,1000.0,730,1.7763117250031748,2.2100795152238493,0.9998785623521591,0.00024286054857958206,0.030547911434704613
JP-28,cases,high_frequency,ridge,test,1000.0,730,1.133238712194852,1.4207760209683142,1.00125735815134,-0.0025162972522010385,-0.008602825020346302
JP-29,cases,high_frequency,ridge,test,1000.0,730,0.7373494930826914,0.9331876240145448,0.9997866487106273,0.0004266570599729125,0.026751983738544007
JP-30,cases,high_frequency,ridge,test,1000.0,730,0.5086577613236601,0.6479820965228708,1.0004169302787862,-0.0008340343884296608,-0.003281139119717425
JP-31,cases,high_frequency,ridge,test,1000.0,730,0.4477429516684716,0.5728358417960456,0.9988959247956725,0.0022069314265980022,0.053318080195291495
JP-32,cases,high_frequency,ridge,test,1000.0,730,0.4094838188334715,0.517660849164157,0.998700493410313,0.002597324461997119,0.057574583834362016
JP-33,cases,high_frequency,ridge,test,1000.0,730,0.7656626829476929,0.9514574108278403,1.0002235793874235,-0.0004472087625895238,-0.0020983609596864536
JP-34,cases,high_frequency,ridge,test,1000.0,730,0.7276890524553755,0.9245263473302859,0.9993804465407459,0.001238723072019221,0.05258201783755498
JP-35,cases,high_frequency,ridge,test,1000.0,730,0.63206623642828,0.8035148234593203,0.9999446840923127,0.00011062875552481088,0.012656691122491617
JP-36,cases,high_frequency,ridge,test,1000.0,730,0.41222045651289757,0.5239820450823488,1.000234327882486,-0.00046871067452802784,0.019328085483724805
JP-37,cases,high_frequency,ridge,test,1000.0,730,0.5446804599370106,0.6751244547364506,0.9995977101491451,0.000804417864585738,0.035873615729334125
JP-38,cases,high_frequency,ridge,test,1000.0,730,0.7837475845680321,0.9873367179971633,1.0003011399101804,-0.0006023705056064088,-0.014542978053372181
JP-39,cases,high_frequency,ridge,test,1000.0,730,0.39853832933484434,0.5011038034097932,1.0013803428976842,-0.002762591141883597,0.0012399464024817211
JP-40,cases,high_frequency,ridge,test,1000.0,730,0.9229797961466507,1.1325558943060066,1.0004405360767963,-0.0008812662256274528,-0.018238650748109785
JP-41,cases,high_frequency,ridge,test,1000.0,730,0.45365298899226947,0.5760959405540715,1.0006310278248094,-0.0012624538457342016,-0.024392770652329435
JP-42,cases,high_frequency,ridge,test,1000.0,730,0.6452617173275967,0.8146309267576624,1.0001136231802787,-0.00022725927078437458,0.0233278978060304
JP-43,cases,high_frequency,ridge,test,1000.0,730,0.6937944200725954,0.8757020405996069,0.9999769491326302,4.6101203396986534e-05,0.016498102590191504
JP-44,cases,high_frequency,ridge,test,1000.0,730,0.5026034735721798,0.6266965818984186,1.0014808525785375,-0.0029638980814346017,-0.0448405601705436
JP-45,cases,high_frequency,ridge,test,1000.0,730,0.5510788287939213,0.6830517703323962,1.0016053015565989,-0.0032131801062855736,-0.08389453480420986
JP-46,cases,high_frequency,ridge,test,1000.0,730,0.7182854907995453,0.8875491988174405,0.9999424272475894,0.00011514219019936878,0.011968245251890707
JP-47,cases,high_frequency,ridge,test,1000.0,730,0.6195066361556153,0.7772833101147413,1.0020141423476683,-0.004032341464732747,-0.05693671535034917
JP-01,cases,high_frequency,prefecture_mean_baseline,test,,730,1.343953720822309,1.6899912322967845,1.000009067404671,-1.8134891559773436e-05,
JP-02,cases,high_frequency,prefecture_mean_baseline,test,,730,0.784811793783208,0.9831244635774921,1.0000449111935572,-8.982440412941273e-05,2.1658401812932798e-17
JP-03,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7482780037958721,0.9398660063318341,1.000012674551422,-2.5349263488294582e-05,0.0
JP-04,cases,high_frequency,prefecture_mean_baseline,test,,730,0.9823844767557456,1.261196866152406,1.0001168634494038,-0.00023374055587321863,9.648176150085712e-18
JP-05,cases,high_frequency,prefecture_mean_baseline,test,,730,0.6279461413345397,0.7758865903451182,1.0004388503049881,-0.0008778931995667705,-3.137615016066516e-18
JP-06,cases,high_frequency,prefecture_mean_baseline,test,,730,0.6338547861497064,0.7969523728231798,1.0000152733304757,-3.0546894225880195e-05,-1.5266926744949043e-18
JP-07,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7810949384345732,0.9763223317513852,1.0000002888091555,-5.776183944483648e-07,
JP-08,cases,high_frequency,prefecture_mean_baseline,test,,730,1.039840146651276,1.3006857440187274,1.0000143178012275,-2.8635807454380213e-05,1.8708595716214642e-18
JP-09,cases,high_frequency,prefecture_mean_baseline,test,,730,0.9000600096109045,1.1290248305968587,1.0000020120925943,-4.024189237172848e-06,
JP-10,cases,high_frequency,prefecture_mean_baseline,test,,730,0.966137356291952,1.2172188719054602,1.0000403686083967,-8.073884641790485e-05,-2.39903979917358e-17
JP-11,cases,high_frequency,prefecture_mean_baseline,test,,730,1.824543692201147,2.2574420433267735,1.0000638661491599,-0.00012773637720475683,1.2935991603265396e-17
JP-13,cases,high_frequency,prefecture_mean_baseline,test,,730,2.1312843879035195,2.6641802502505763,1.000003596787717,-7.1935883712015425e-06,-1.0047036847619202e-17
JP-14,cases,high_frequency,prefecture_mean_baseline,test,,730,1.8456238582402806,2.330810395284239,1.000003135760463,-6.2715307591609815e-06,1.4616042713382353e-17
JP-15,cases,high_frequency,prefecture_mean_baseline,test,,730,0.8604071735267752,1.0868100748127465,1.0001083950626626,-0.00021680187481454283,
JP-16,cases,high_frequency,prefecture_mean_baseline,test,,730,0.4952567679183449,0.6313599601024898,1.0001097329845712,-0.00021947801047006443,-5.7818820665135625e-18
JP-17,cases,high_frequency,prefecture_mean_baseline,test,,730,0.48106072928066473,0.5976798995689196,1.000222912012434,-0.000445873714633116,0.0
JP-18,cases,high_frequency,prefecture_mean_baseline,test,,730,0.4488830954662916,0.5710782943503651,1.0001125276331746,-0.00022506792881715754,6.392221640267905e-18
JP-19,cases,high_frequency,prefecture_mean_baseline,test,,730,0.5376510217894881,0.6679361333468552,1.000703641273916,-0.001407777658874787,
JP-20,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7743150080702205,0.9850142773409134,1.0003183445895356,-0.0006367905223492176,
JP-21,cases,high_frequency,prefecture_mean_baseline,test,,730,0.9364440192069676,1.1674073876602924,1.000048555508963,-9.711337556361777e-05,-1.5633897680766797e-17
JP-22,cases,high_frequency,prefecture_mean_baseline,test,,730,1.1000070604766476,1.3919982021119084,1.0000158911470827,-3.1782546693781555e-05,
JP-23,cases,high_frequency,prefecture_mean_baseline,test,,730,1.4009082944307818,1.7411344937396442,1.000002170131327,-4.340267363511785e-06,9.783044193472568e-18
JP-24,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7856677729509811,0.9962108149933908,1.0000028906093512,-5.781227057966021e-06,6.513675032662799e-18
JP-25,cases,high_frequency,prefecture_mean_baseline,test,,730,0.5277281704026611,0.6747206942474238,1.000843237434945,-0.0016871859192615357,1.3535697765940734e-18
JP-26,cases,high_frequency,prefecture_mean_baseline,test,,730,0.8732804197529289,1.0947610961486445,1.0000125049313384,-2.501001904975375e-05,-1.944918827196867e-17
JP-27,cases,high_frequency,prefecture_mean_baseline,test,,730,1.7765670545427739,2.2104185522535365,1.0000319486242333,-6.389826918118402e-05,
JP-28,cases,high_frequency,prefecture_mean_baseline,test,,730,1.1324338169888468,1.420595525880738,1.0011301586266586,-0.002261594511838716,
JP-29,cases,high_frequency,prefecture_mean_baseline,test,,730,0.737421692207934,0.933452861137165,1.0000708150745117,-0.0001416351637979485,6.517570285825528e-19
JP-30,cases,high_frequency,prefecture_mean_baseline,test,,730,0.5083361852982379,0.6477261795593411,1.0000218211169212,-4.3642710003677365e-05,
JP-31,cases,high_frequency,prefecture_mean_baseline,test,,730,0.4483776632228826,0.573470637806549,1.000002865216824,-5.730441857698665e-06,
JP-32,cases,high_frequency,prefecture_mean_baseline,test,,730,0.4100235878171688,0.5183344289689472,1.00000000154287,-3.0857403299222597e-09,8.802348690761295e-18
JP-33,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7656924378747941,0.9513348223444769,1.0000947077319757,-0.0001894244335061135,-3.3574874633205964e-17
JP-34,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7281388877512396,0.9251018094624529,1.0000025008545823,-5.001715418950781e-06,
JP-35,cases,high_frequency,prefecture_mean_baseline,test,,730,0.6321450745216973,0.8035762458484437,1.0000211219994863,-4.224444511158332e-05,-3.0282340270041977e-18
JP-36,cases,high_frequency,prefecture_mean_baseline,test,,730,0.4122825146394717,0.5240256573636235,1.0003175797825417,-0.0006352604220012381,
JP-37,cases,high_frequency,prefecture_mean_baseline,test,,730,0.5443681766100801,0.6754868355168764,1.000134255664234,-0.0002685293530515498,
JP-38,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7835047864589504,0.9870419586178247,1.0000025101339582,-5.020274217004683e-06,
JP-39,cases,high_frequency,prefecture_mean_baseline,test,,730,0.3981265405438672,0.5009367774700151,1.0010465667584696,-0.002094228818919408,
JP-40,cases,high_frequency,prefecture_mean_baseline,test,,730,0.9225825382577278,1.1322734729357182,1.0001910598359225,-0.0003821561757058056,-1.6121307109232682e-18
JP-41,cases,high_frequency,prefecture_mean_baseline,test,,730,0.45304903753922626,0.5757326378796578,1.0000000011104735,-2.220946759834419e-09,-7.92479022388195e-18
JP-42,cases,high_frequency,prefecture_mean_baseline,test,,730,0.6450414713602307,0.8148465294028625,1.000378316227861,-0.0007567755788902009,4.481125022791429e-18
JP-43,cases,high_frequency,prefecture_mean_baseline,test,,730,0.693870330855333,0.8757980940529108,1.0000866339737466,-0.0001732754529386593,-1.1809456470415423e-17
JP-44,cases,high_frequency,prefecture_mean_baseline,test,,730,0.5021229005904646,0.6259969530255912,1.0003628236307407,-0.0007257789024686101,-2.6248014032972288e-17
JP-45,cases,high_frequency,prefecture_mean_baseline,test,,730,0.5499297736873867,0.6819951264543976,1.0000558727196813,-0.00011174856112350362,3.3451964103836196e-18
JP-46,cases,high_frequency,prefecture_mean_baseline,test,,730,0.7177781221297623,0.8876008473942434,1.0000006162508819,-1.232502143455605e-06,-2.2960150343601586e-17
JP-47,cases,high_frequency,prefecture_mean_baseline,test,,730,0.6186901339252566,0.7757241364895969,1.000004175064903,-8.35014723699068e-06,-6.2738171430267705e-18
JP-01,incidence_per_100k,trend,ridge,train,0.1,4383,0.01087434563661319,0.012911168609003541,0.633830267232456,0.5982591923400336,0.8039872593400053
JP-02,incidence_per_100k,trend,ridge,train,0.1,4383,0.01169149588417177,0.013090741267309984,0.47092152109685276,0.7782329209678265,0.9478846120679593
JP-03,incidence_per_100k,trend,ridge,train,0.1,4383,0.004469555793044454,0.006021800830998742,0.2776950402310568,0.9228854646310718,0.9608143519988759
JP-04,incidence_per_100k,trend,ridge,train,0.1,4383,0.00801718538061156,0.009430821653189335,0.7784641695482234,0.3939935367295949,0.9517082655493613
JP-05,incidence_per_100k,trend,ridge,train,0.1,4383,0.012763543007358897,0.015581280198722318,0.44261212177366405,0.8040945096590152,0.9643289190099205
JP-06,incidence_per_100k,trend,ridge,train,0.1,4383,0.0078010916085198955,0.009424689350221511,0.4163591220395885,0.8266450814944231,0.9698563427502953
JP-07,incidence_per_100k,trend,ridge,train,0.1,4383,0.00827860980700954,0.009843962060091395,0.42643090331021444,0.8181566847020345,0.9494779530660392
JP-08,incidence_per_100k,trend,ridge,train,0.1,4383,0.013718416910526474,0.014881889889363167,0.6712524846860561,0.5494201018027962,0.9225870890179707
JP-09,incidence_per_100k,trend,ridge,train,0.1,4383,0.014251493069939296,0.01592722885832526,0.660558845396355,0.5636620117686344,0.8696330612886702
JP-10,incidence_per_100k,trend,ridge,train,0.1,4383,0.02174004541763435,0.024609597753703766,0.7320325801472017,0.46412830160303065,0.8967003304338609
JP-11,incidence_per_100k,trend,ridge,train,0.1,4383,0.017850856372012662,0.02039800891501357,0.6226617735055755,0.6122923158148914,0.9646774108961683
JP-13,incidence_per_100k,trend,ridge,train,0.1,4383,0.003803125892466337,0.004456195336417843,0.3368561954771067,0.8865279035686893,0.9544834470609505
JP-14,incidence_per_100k,trend,ridge,train,0.1,4383,0.008811814395582521,0.010704902701405374,0.568736963629075,0.6765382662019803,0.9383854952512236
JP-15,incidence_per_100k,trend,ridge,train,0.1,4383,0.005817401656124943,0.006766857941602703,0.35010128306017735,0.8774290915996176,0.9684970893744387
JP-16,incidence_per_100k,trend,ridge,train,0.1,4383,0.005002037507811979,0.00593699983861343,0.7128631550156724,0.49182612222110145,0.9263872546611807
JP-17,incidence_per_100k,trend,ridge,train,0.1,4383,0.014291420748537214,0.016894086671106617,12.794319788060799,-162.69461883916412,0.8865260679642172
JP-18,incidence_per_100k,trend,ridge,train,0.1,4383,0.010098155113169919,0.011530859160911983,1.3804519933450052,-0.9056477059301979,0.9783334535625312
JP-19,incidence_per_100k,trend,ridge,train,0.1,4383,0.014515891244977947,0.01855320031791591,0.8194732004373395,0.328463673764984,0.5826412188112491
JP-20,incidence_per_100k,trend,ridge,train,0.1,4383,0.00753390098745399,0.010246481137172855,1.0106192790046635,-0.021351327095905814,0.22312108291131671
JP-21,incidence_per_100k,trend,ridge,train,0.1,4383,0.008641439002988003,0.011060573316834554,0.4831593734961451,0.7665570198028125,0.9356823091641829
JP-22,incidence_per_100k,trend,ridge,train,0.1,4383,0.00963438486824492,0.011997126231871514,0.6400919980072676,0.5902822340870642,0.7726105067342784
