prefecture_code,target_variable,frequency_band,model_name,split,selected_alpha,n_observations,mae,rmse,nrmse_std,r2,pearson_correlation
JP-20,cases,subseasonal,ridge,train,1000.0,4377,0.2861278490220359,0.35628786962506315,0.9974132862802648,0.0051667363516023634,0.08825510713440723
JP-21,cases,subseasonal,ridge,train,1000.0,4362,0.33314191481857,0.4189778462826633,0.9998111335746048,0.000377697180263703,0.019604037343764858
JP-22,cases,subseasonal,ridge,train,1000.0,4363,0.46678977582591524,0.5882415657856471,0.9992741052018473,0.0014512626730472933,0.050210535503066735
JP-23,cases,subseasonal,ridge,train,1000.0,4362,0.7823338945697986,0.9763945386236462,0.9988269425139401,0.0023447389082542625,0.08483321162544141
JP-24,cases,subseasonal,ridge,train,1000.0,4363,0.32522799363620586,0.4087224408095738,1.000396591105028,-0.0007933394945607297,0.003265402839433551
JP-25,cases,subseasonal,ridge,train,1000.0,4364,0.24404646887266704,0.30634229932103546,1.0032281343194602,-0.006466689490105093,-0.05298517004411775
JP-26,cases,subseasonal,ridge,train,1000.0,4363,0.3051273561288859,0.38384632560909204,1.0039541014317965,-0.007923837781725895,-0.08801864472153485
JP-27,cases,subseasonal,ridge,train,1000.0,4364,0.7641782170292664,0.9669760315165739,1.000662142723147,-0.0013247238792801763,-0.035457962691926005
JP-28,cases,subseasonal,ridge,train,1000.0,4365,0.5115319483680698,0.6476866838106476,0.9992002839331096,0.0015987925879934473,0.04907096696221873
JP-29,cases,subseasonal,ridge,train,1000.0,4362,0.2866345462742128,0.3622962900456703,0.9996395633369758,0.0007207434114601119,0.027358283601027353
JP-30,cases,subseasonal,ridge,train,1000.0,4370,0.18975170720682322,0.23884295606053654,0.998065179272845,0.003865897923063577,0.06405360883654962
JP-31,cases,subseasonal,ridge,train,1000.0,4367,0.17297191903378276,0.2159500452193112,1.0049663072352761,-0.009957278678107251,-0.023109367167842332
JP-32,cases,subseasonal,ridge,train,1000.0,4370,0.17610290875565193,0.21944293176238056,0.9989211316862162,0.0021565726707288846,0.04875934626944454
JP-33,cases,subseasonal,ridge,train,1000.0,4364,0.25530729450231887,0.3237489249995639,0.9979250834203731,0.004145527880441757,0.07256965239484103
JP-34,cases,subseasonal,ridge,train,1000.0,4371,0.302244245612465,0.37757546254288704,0.998332541104311,0.003332137372209165,0.06340772481875329
JP-35,cases,subseasonal,ridge,train,1000.0,4362,0.2540824537442775,0.3190768754666277,0.998886083625585,0.002226591939140654,0.04806422083531112
JP-36,cases,subseasonal,ridge,train,1000.0,4363,0.1634870150005269,0.20506280476299588,0.9986687921393029,0.00266064360702567,0.053925870686901856
JP-37,cases,subseasonal,ridge,train,1000.0,4362,0.17325787131438156,0.21819877491414463,0.9973133505893423,0.0053660807362592156,0.07787827600835967
JP-38,cases,subseasonal,ridge,train,1000.0,4364,0.2559674247616395,0.3206285891354012,1.0007406191329298,-0.0014817867825596132,0.00023379624647446986
JP-39,cases,subseasonal,ridge,train,1000.0,4369,0.1497836392103885,0.19102750708141317,1.0016100846530989,-0.0032227616787876556,0.008672984669800633
JP-40,cases,subseasonal,ridge,train,1000.0,4367,0.38211691834806877,0.4830489521159223,0.9963390087148631,0.0073085797130839625,0.13712808917985708
JP-41,cases,subseasonal,ridge,train,1000.0,4362,0.1586291404329812,0.19908608860157878,0.9986798643899893,0.0026385284619925287,0.055236994178275746
JP-42,cases,subseasonal,ridge,train,1000.0,4362,0.17239121139526317,0.21755304605698061,0.9943487729470508,0.011270517738694252,0.10874727670745829
JP-43,cases,subseasonal,ridge,train,1000.0,4365,0.29495349746121075,0.36986633691559423,1.0027833489711693,-0.005574444973833748,-0.03976748359564712
JP-44,cases,subseasonal,ridge,train,1000.0,4365,0.22431573623364004,0.2818552123503104,1.0037157924259543,-0.007445391965261505,-0.05439150528654219
JP-45,cases,subseasonal,ridge,train,1000.0,4362,0.17608958583669762,0.22116606603495156,0.9945581007753933,0.010854184182042648,0.12454752892477945
JP-46,cases,subseasonal,ridge,train,1000.0,4362,0.25308958602952003,0.3191265195941864,0.9971368432504879,0.005718115832451853,0.07901870930024094
JP-47,cases,subseasonal,ridge,train,1000.0,4364,0.20447490451052627,0.2538364184216966,1.0023805643426131,-0.00476679577181538,0.0013206380023258024
JP-01,cases,subseasonal,ridge,validation,1000.0,365,0.6911977560722006,0.8512820195950597,0.9987422204500248,0.0025139770905540093,0.06632932341493789
JP-02,cases,subseasonal,ridge,validation,1000.0,365,0.33161194158567725,0.4207545328608461,0.9996346897623725,0.0007304870236852778,0.027523873902307525
JP-03,cases,subseasonal,ridge,validation,1000.0,365,0.24347381940618432,0.3052500554578622,1.000246954435978,-0.0004939698584494057,0.02031075708278374
JP-04,cases,subseasonal,ridge,validation,1000.0,365,0.3473261988870717,0.43262996563304945,0.9985614547938595,0.0028750209999707232,0.08371442918753252
JP-05,cases,subseasonal,ridge,validation,1000.0,365,0.3178083469553834,0.3940343144982442,1.002336943695437,-0.0046793486967096065,-0.0575030045496804
JP-06,cases,subseasonal,ridge,validation,1000.0,365,0.24792377058761494,0.31552851699932694,1.0035958546816284,-0.007204639534148072,-0.10725251463313004
JP-07,cases,subseasonal,ridge,validation,1000.0,365,0.4054956895987129,0.5110255726391301,0.9996096290070164,0.0007805895964547727,0.029609171783433197
JP-08,cases,subseasonal,ridge,validation,1000.0,365,0.5037854881884454,0.6378311852954407,1.0010640762411638,-0.0021292847405742776,0.0003973631957109819
JP-09,cases,subseasonal,ridge,validation,1000.0,365,0.3159361011547926,0.4048191332950471,0.9951912278136108,0.00959442008283784,0.20238668439601729
JP-10,cases,subseasonal,ridge,validation,1000.0,365,0.39585710244087197,0.49429960330219475,0.9965778400364889,0.006832608748206459,0.151045086209335
JP-11,cases,subseasonal,ridge,validation,1000.0,365,0.9029130661542156,1.1250206066129054,0.9980726672106902,0.003850950966939215,0.17074985238914328
JP-13,cases,subseasonal,ridge,validation,1000.0,365,1.0211614340051687,1.2792509639041785,0.9995159023078581,0.0009679610337082201,0.06032416757793682
JP-14,cases,subseasonal,ridge,validation,1000.0,365,0.9997870127156686,1.2464435039727588,0.9993207880838411,0.0013579625034908505,0.07134629687005509
JP-15,cases,subseasonal,ridge,validation,1000.0,365,0.36668380832166936,0.45847571894998196,1.003310419266349,-0.006631797408416462,-0.12732784230662994
JP-16,cases,subseasonal,ridge,validation,1000.0,365,0.28010239277021814,0.34897661126799767,0.9949376469679263,0.010099078645926185,0.16591757686023378
JP-17,cases,subseasonal,ridge,validation,1000.0,365,0.21629538870073564,0.26847180126443176,0.9985410501332723,0.0029157711987417567,0.05692498057439485
JP-18,cases,subseasonal,ridge,validation,1000.0,365,0.1650743058244477,0.20126681491850862,0.9943646102161371,0.011239021949709826,0.12371367846203155
JP-19,cases,subseasonal,ridge,validation,1000.0,365,0.24875674626002647,0.3114601515377154,1.0083331874317731,-0.01673581687631942,-0.09727427214742763
JP-20,cases,subseasonal,ridge,validation,1000.0,365,0.3518850607364021,0.43705558748647966,1.0000710689435115,-0.00014214293781766862,0.014975962842616805
JP-21,cases,subseasonal,ridge,validation,1000.0,365,0.401200354398479,0.4976821366280252,0.9986490333512005,0.0027001081867127352,0.13316458082932356
JP-22,cases,subseasonal,ridge,validation,1000.0,365,0.4891201026523985,0.6232206276374584,0.9964148511349623,0.007157444437691174,0.25330532000873024
JP-23,cases,subseasonal,ridge,validation,1000.0,365,1.0297357960445455,1.282365838939343,0.9996178408250946,0.0007641723041759141,0.05059182747246358
JP-24,cases,subseasonal,ridge,validation,1000.0,365,0.30027182128859514,0.3755376971461947,0.9967498786953501,0.0064896793208045755,0.13077771837908447
JP-25,cases,subseasonal,ridge,validation,1000.0,365,0.3043677493645818,0.37299338087282125,0.9942478968980744,0.011471119513756123,0.1985843450227584
JP-26,cases,subseasonal,ridge,validation,1000.0,365,0.3532993290429906,0.4409893415361993,0.9990690281842289,0.0018610769230202884,0.04518922837646171
JP-27,cases,subseasonal,ridge,validation,1000.0,365,1.060067601003428,1.3094649901877118,1.001644345323521,-0.003291394518585289,-0.12417964520831441
JP-28,cases,subseasonal,ridge,validation,1000.0,365,0.6547570358775961,0.8226174287956471,0.9983791062468789,0.0032391602096836225,0.15149672403455997
JP-29,cases,subseasonal,ridge,validation,1000.0,365,0.33690181305895117,0.41338273441319134,0.9972814896242097,0.005429630452917333,0.10331715975174062
JP-30,cases,subseasonal,ridge,validation,1000.0,365,0.2016341862535501,0.25520772217736004,1.0031509466768265,-0.006311821818613339,-0.005963321275583358
JP-31,cases,subseasonal,ridge,validation,1000.0,365,0.19771723199676997,0.24503393598669604,1.0083224709764085,-0.016714205475970356,-0.11473558967548483
JP-32,cases,subseasonal,ridge,validation,1000.0,365,0.15968864715593994,0.19811468706010063,1.0010954381478672,-0.0021920762804699123,0.014763227153592046
JP-33,cases,subseasonal,ridge,validation,1000.0,365,0.2995308668069394,0.3818111717567916,0.9959238496473034,0.008135685703695383,0.13660454771198702
JP-34,cases,subseasonal,ridge,validation,1000.0,365,0.35775491256950503,0.44907938533308633,0.9980100310215718,0.0039759779803211215,0.09679483998786366
JP-35,cases,subseasonal,ridge,validation,1000.0,365,0.30013393357062224,0.3676639725068593,0.9998936241407228,0.00021274040273111527,0.019623031660313216
JP-36,cases,subseasonal,ridge,validation,1000.0,365,0.14920353098558498,0.1856919580725484,1.0049281598627318,-0.009880606485096255,-0.015492717482571701
JP-37,cases,subseasonal,ridge,validation,1000.0,365,0.19268453655831316,0.24564319624782097,1.0182455252936315,-0.03682394978050363,0.06285704262351205
JP-38,cases,subseasonal,ridge,validation,1000.0,365,0.34940668369269196,0.4422282468306176,1.002859074659266,-0.0057263236264393225,-0.022712383752306504
JP-39,cases,subseasonal,ridge,validation,1000.0,365,0.15408195041469036,0.19644027593008648,1.0043983572466084,-0.008816060039685825,-0.02493540732557644
JP-40,cases,subseasonal,ridge,validation,1000.0,365,0.3903573056419718,0.48716076823112026,1.0044913038002405,-0.009002779410307138,-0.1539439406038629
JP-41,cases,subseasonal,ridge,validation,1000.0,365,0.17391132231397452,0.21266556324962022,1.0093788088047002,-0.01884557966399547,-0.0007993965307676934
JP-42,cases,subseasonal,ridge,validation,1000.0,365,0.2234359376495411,0.27708543482487746,0.9962784115543312,0.007429326670778669,0.0995495002886541
JP-43,cases,subseasonal,ridge,validation,1000.0,365,0.37491154020923617,0.4731347742017181,0.9998566872657562,0.00028660492994769804,0.01923656966009301
JP-44,cases,subseasonal,ridge,validation,1000.0,365,0.274130102026299,0.34671843099730726,1.005756762124804,-0.011546664559769493,-0.017381666877458467
JP-45,cases,subseasonal,ridge,validation,1000.0,365,0.18559037083312804,0.23371881920964202,1.0067012901359715,-0.01344748756142966,-0.1040964134952324
JP-46,cases,subseasonal,ridge,validation,1000.0,365,0.2835879022626447,0.34637783759176993,0.9939439007851366,0.012075522092026447,0.1506730824589471
JP-47,cases,subseasonal,ridge,validation,1000.0,365,0.22117624175628614,0.27697414862524855,1.0004373155047772,-0.000874822254405494,0.02355250296325505
JP-01,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.6921037890521664,0.8523600392809003,1.000006976136087,-1.3952320840449062e-05,
JP-02,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.33104657844418744,0.42091613481392204,1.0000186260140622,-3.725237505314283e-05,
JP-03,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.24352454795521575,0.305268076753455,1.0003060068283016,-0.0006121072967824048,
JP-04,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.34785147454105164,0.4333016355565894,1.0001117489234164,-0.00022351033465506376,-6.318559444882435e-18
JP-05,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.317243208108216,0.3931928700214564,1.0001964933485505,-0.000393025306737238,
JP-06,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.24679257554106432,0.31440271146584736,1.0000150253565245,-3.0050938810255445e-05,
JP-07,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.4058362172183563,0.5112314935446877,1.0000124278707723,-2.4855895996767075e-05,1.3089644252526634e-17
JP-08,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.5031143523440409,0.6377356789132022,1.0009141807664441,-0.0018291972593618144,-3.198514291364566e-17
JP-09,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.3172883464509363,0.40678740446303313,1.0000299472298457,-5.989535652806133e-05,5.9820888731648736e-18
JP-10,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.3982121585885563,0.49613018024394445,1.0002685417939698,-0.000537155702634573,
JP-11,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.9053834200967825,1.127208176482668,1.000013390502148,-2.6781183601443104e-05,-1.295269942951209e-17
JP-13,cases,subseasonal,prefecture_mean_baseline,validation,,365,1.0218713069529086,1.2799486859892608,1.000061052821017,-0.00012210936948053863,
JP-14,cases,subseasonal,prefecture_mean_baseline,validation,,365,1.001185682721342,1.247345965707831,1.0000443257086378,-8.865338204411266e-05,1.365644674921449e-17
JP-15,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.3647856066937052,0.45704952699971874,1.0001893963104331,-0.00037882849182846456,9.318894244891784e-18
JP-16,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.2813951624573108,0.3507749727770621,1.0000648030880028,-0.00012961037544556575,3.555500673057943e-17
JP-17,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.21701598792177998,0.2688656557908904,1.0000059336353664,-1.1867305940604922e-05,1.5838448903780235e-17
JP-18,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.16611171339043873,0.20240746299228468,1.0000000155249227,-3.104984536150823e-08,-6.011056942341021e-18
JP-19,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.2469004219505495,0.3094919586320141,1.0019612833012184,-0.003926413234624393,1.1570624582950538e-17
JP-20,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.35213261476777935,0.4370859163173774,1.0001404674072405,-0.00028095454557375277,-1.1136059301463206e-17
JP-21,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.4019840892876569,0.498754065744871,1.000799966441972,-0.0016005728302523892,-6.103489453654233e-18
JP-22,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.4908373720121832,0.6255385708827113,1.0001208149160608,-0.000241644428365273,-1.7993575145016354e-17
JP-23,cases,subseasonal,prefecture_mean_baseline,validation,,365,1.0300737033234322,1.2830059390591637,1.0001168056916387,-0.00023362502684687314,0.0
JP-24,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.3008788082605106,0.377014167567409,1.0006687175347695,-0.0013378822526808332,
JP-25,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.30615791472778536,0.37517261940775753,1.0000568560949628,-0.00011371542254101641,-1.3378113176048703e-17
JP-26,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.3519327003882874,0.44140260067397674,1.0000052739531842,-1.0547934182758567e-05,5.512831966022364e-18
JP-27,cases,subseasonal,prefecture_mean_baseline,validation,,365,1.0585144080495479,1.3075030308376225,1.0001435908142389,-0.0002872022467996782,
JP-28,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.65667048756092,0.8245752766995891,1.0007552708795278,-0.001511112193157027,1.6981371926972465e-17
JP-29,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.33710795294522955,0.41457096763082824,1.0001480897375115,-0.00029620140559338815,0.0
JP-30,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.2019944259629226,0.25480064476748965,1.0015508380061395,-0.003104081110800516,8.668178539470172e-18
JP-31,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.1957232330531832,0.24303622181074777,1.0001018133516373,-0.000203637069233098,-6.258360544968404e-18
JP-32,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.15980097496783016,0.19790597530618695,1.00004079455818,-8.159078055580693e-05,4.6878749069364847e-17
JP-33,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.2999076697316826,0.38343379129993055,1.0001563227163348,-0.0003126698694608798,
JP-34,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.3583216142298584,0.4500962765062987,1.0002699156309944,-0.0005399041164371177,1.8927235401702258e-17
JP-35,cases,subseasonal,prefecture_mean_baseline,validation,,365,0.29996135796794376,0.36770606326912286,1.000008093569249,-1.6187204003648148e-05,-4.96330929330461e-18
