component,singular_value,norm,variance_fraction,cumulative_variance_fraction,dominant_period_days,assigned_band,prefecture_code,variable
105,5.806172449347501,5.806172449347501,0.0031462098470893102,0.39834889846939936,2.8846761453396526,high_frequency,JP-13,c2w_event
106,5.801339798411668,5.801339798411668,0.0031409746576421026,0.4014898731270415,2.3714285714285714,high_frequency,JP-13,c2w_event
107,5.795837910629703,5.795837910629703,0.0031350197934010716,0.40462489292044257,5.865096359743041,high_frequency,JP-13,c2w_event
108,5.794360581833998,5.794360581833998,0.0031334217967626346,0.4077583147172052,5.865096359743041,high_frequency,JP-13,c2w_event
109,5.785173810431305,5.785173810431305,0.003123493795324336,0.41088180851252953,2.8846761453396526,high_frequency,JP-13,c2w_event
110,5.782782174786413,5.782782174786413,0.0031209117761108237,0.4140027202886404,2.8846761453396526,high_frequency,JP-13,c2w_event
111,5.754734264231468,5.754734264231468,0.003090710821457741,0.4170934311100981,5.522177419354839,high_frequency,JP-13,c2w_event
112,5.747167293279524,5.747167293279524,0.003082588137838721,0.42017601924793685,4.9890710382513666,high_frequency,JP-13,c2w_event
113,5.71512310774488,5.71512310774488,0.003048309112149276,0.4232243283600861,4.8693333333333335,high_frequency,JP-13,c2w_event
114,5.708155493157771,5.708155493157771,0.0030408809271178006,0.4262652092872039,2.092436974789916,high_frequency,JP-13,c2w_event
115,5.6905579116657785,5.6905579116657785,0.0030221604615979455,0.42928736974880183,4.830687830687831,high_frequency,JP-13,c2w_event
116,5.6883119314436525,5.6883119314436525,0.003019775327055923,0.43230714507585777,7.041131105398457,subseasonal,JP-13,c2w_event
117,5.673907544997876,5.673907544997876,0.003004500870665779,0.43531164594652355,2.092436974789916,high_frequency,JP-13,c2w_event
118,5.669482409473719,5.669482409473719,0.0029998162194430173,0.43831146216596656,140.46153846153845,seasonal_subannual,JP-13,c2w_event
119,5.667953004974965,5.667953004974965,0.0029981979716849965,0.44130966013765155,140.46153846153845,seasonal_subannual,JP-13,c2w_event
120,5.657571101035337,5.657571101035337,0.0029872245229370224,0.4442968846605886,2.4196113074204946,high_frequency,JP-13,c2w_event
121,5.656699759229406,5.656699759229406,0.0029863044485362593,0.44728318910912485,2.4196113074204946,high_frequency,JP-13,c2w_event
122,5.647791010719259,5.647791010719259,0.0029769055810323166,0.45026009469015715,3.4366373902132996,high_frequency,JP-13,c2w_event
123,5.645137817773224,5.645137817773224,0.0029741092843353655,0.45323420397449254,3.4366373902132996,high_frequency,JP-13,c2w_event
124,5.639489392687163,5.639489392687163,0.002968160579582924,0.4562023645540755,140.46153846153845,seasonal_subannual,JP-13,c2w_event
125,5.622954168534507,5.622954168534507,0.002950780548897769,0.4591531451029732,2.866562009419152,high_frequency,JP-13,c2w_event
126,5.618981679732051,5.618981679732051,0.0029466127034217843,0.462099757806395,2.866562009419152,high_frequency,JP-13,c2w_event
127,5.60447833193896,5.60447833193896,0.0029314211267543917,0.4650311789331494,140.46153846153845,seasonal_subannual,JP-13,c2w_event
128,5.59943591578507,5.59943591578507,0.0029261486304231247,0.4679573275635725,7.077519379844961,subseasonal,JP-13,c2w_event
129,5.588519453717163,5.588519453717163,0.002914750320538981,0.4708720778841115,67.62962962962963,seasonal_subannual,JP-13,c2w_event
130,5.584768963849816,5.584768963849816,0.0029108394194661833,0.4737829173035777,4.9890710382513666,high_frequency,JP-13,c2w_event
131,5.583101590446035,5.583101590446035,0.0029091015743575406,0.4766920188779352,67.62962962962963,seasonal_subannual,JP-13,c2w_event
132,5.582255236863856,5.582255236863856,0.0029082196481095605,0.4796002385260448,4.9890710382513666,high_frequency,JP-13,c2w_event
133,5.57778445634901,5.57778445634901,0.0029035631769938055,0.4825038017030386,2.1677878907795805,high_frequency,JP-13,c2w_event
134,5.571380406641551,5.571380406641551,0.0028968996393382526,0.48540070134237684,9.888086642599278,subseasonal,JP-13,c2w_event
135,5.568965703677557,5.568965703677557,0.0028943890815433374,0.48829509042392016,3.045025013896609,high_frequency,JP-13,c2w_event
136,5.56105777329382,5.56105777329382,0.002886174853748168,0.4911812652776683,3.642287234042553,high_frequency,JP-13,c2w_event
137,5.559236646180262,5.559236646180262,0.0028842848425789606,0.4940655501202473,9.888086642599278,subseasonal,JP-13,c2w_event
138,5.557077646186471,5.557077646186471,0.0028820449804708697,0.4969475951007181,9.888086642599278,subseasonal,JP-13,c2w_event
139,5.5426452023607276,5.5426452023607276,0.002867094338707643,0.49981468943942575,3.6568758344459282,high_frequency,JP-13,c2w_event
140,5.542156225100179,5.542156225100179,0.0028665884856198475,0.5026812779250456,3.6568758344459282,high_frequency,JP-13,c2w_event
141,5.533669386361991,5.533669386361991,0.0028578158541819783,0.5055390937792276,2.309443507588533,high_frequency,JP-13,c2w_event
142,5.52706436034191,5.52706436034191,0.0028509977081998816,0.5083900914874274,2.309443507588533,high_frequency,JP-13,c2w_event
143,5.514330222269815,5.514330222269815,0.002837875669644262,0.5112279671570716,3.1811846689895473,high_frequency,JP-13,c2w_event
144,5.514031880914415,5.514031880914415,0.0028375686032422365,0.5140655357603139,3.1811846689895473,high_frequency,JP-13,c2w_event
145,5.511937760899387,5.511937760899387,0.002835413707888805,0.5169009494682026,8.546021840873633,subseasonal,JP-13,c2w_event
